NAME;URL
ClinGen;https://www.ncbi.nlm.nih.gov/clinvar/
ClinGen;https://www.ncbi.nlm.nih.gov/clinvar/
ClinGen;https://www.ncbi.nlm.nih.gov/clinvar/
Breast_Cancer_Information_Core_(BIC)_(BRCA1);https://www.ncbi.nlm.nih.gov/clinvar/
